"FILEID","STUSAB","SUMLEV","LOGRECNO","REGION","DIVISION","STATE","COUNTY","TRACT","BLOCK","P0050001","P0050002","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","P0050010","P0050011","P0050012","P0050013","P0050014","P0050015","P0050016","P0050017"
"SF1ST","OH","101",130733,"2","3","39","049","007203","1007",18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130734,"2","3","39","049","007203","1013",32,32,29,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130735,"2","3","39","049","007203","1019",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130736,"2","3","39","049","007203","1029",18,18,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130737,"2","3","39","049","007203","1030",14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130738,"2","3","39","049","007203","1031",155,155,142,7,0,2,0,0,4,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130739,"2","3","39","049","007203","1032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130740,"2","3","39","049","007203","1033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130741,"2","3","39","049","007203","1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130742,"2","3","39","049","007203","1035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130743,"2","3","39","049","007203","1036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130744,"2","3","39","049","007203","1037",14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130745,"2","3","39","049","007203","1038",112,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130746,"2","3","39","049","007203","1058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130747,"2","3","39","049","007203","1067",11,11,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130748,"2","3","39","049","007203","1068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130750,"2","3","39","049","007203","2002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130751,"2","3","39","049","007203","2007",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130752,"2","3","39","049","007203","2010",28,28,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130753,"2","3","39","049","007203","2029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130754,"2","3","39","049","007203","2031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130755,"2","3","39","049","007203","2033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130756,"2","3","39","049","007203","2035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130757,"2","3","39","049","007203","2036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130758,"2","3","39","049","007203","2037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130759,"2","3","39","049","007203","2038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130760,"2","3","39","049","007203","2040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130761,"2","3","39","049","007203","2041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130762,"2","3","39","049","007203","2042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130765,"2","3","39","049","007205","1000",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130766,"2","3","39","049","007205","1001",15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130767,"2","3","39","049","007205","1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130768,"2","3","39","049","007205","1014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130769,"2","3","39","049","007205","1019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130770,"2","3","39","049","007205","1020",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130772,"2","3","39","049","007205","2013",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130773,"2","3","39","049","007205","2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130774,"2","3","39","049","007205","2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130775,"2","3","39","049","007205","2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130776,"2","3","39","049","007205","2021",3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130777,"2","3","39","049","007205","2023",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130778,"2","3","39","049","007205","2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130779,"2","3","39","049","007205","2031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130780,"2","3","39","049","007205","2032",18,18,15,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130782,"2","3","39","049","007205","3000",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130783,"2","3","39","049","007205","3001",9,9,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130784,"2","3","39","049","007205","3002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130785,"2","3","39","049","007205","3003",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130786,"2","3","39","049","007205","3007",19,19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130787,"2","3","39","049","007205","3009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130790,"2","3","39","049","007207","1001",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130791,"2","3","39","049","007207","1002",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130792,"2","3","39","049","007207","1013",32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130793,"2","3","39","049","007207","1024",2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130794,"2","3","39","049","007207","1025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130795,"2","3","39","049","007207","1026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130796,"2","3","39","049","007207","1027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130797,"2","3","39","049","007207","1028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130798,"2","3","39","049","007207","1029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130799,"2","3","39","049","007207","1032",11,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130800,"2","3","39","049","007207","1033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130801,"2","3","39","049","007207","1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130802,"2","3","39","049","007207","1035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130803,"2","3","39","049","007207","1036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130804,"2","3","39","049","007207","1040",24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130805,"2","3","39","049","007207","1041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130806,"2","3","39","049","007207","1050",15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130807,"2","3","39","049","007207","1054",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130808,"2","3","39","049","007207","1057",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130810,"2","3","39","049","007207","2019",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130811,"2","3","39","049","007207","2045",9,9,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130812,"2","3","39","049","007207","2049",9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130814,"2","3","39","049","007207","3000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130815,"2","3","39","049","007207","3002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130816,"2","3","39","049","007207","3003",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130817,"2","3","39","049","007207","3004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130818,"2","3","39","049","007207","3008",8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130819,"2","3","39","049","007207","3011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130820,"2","3","39","049","007207","3014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130821,"2","3","39","049","007207","3015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130822,"2","3","39","049","007207","3016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130823,"2","3","39","049","007207","3017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130824,"2","3","39","049","007207","3018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130825,"2","3","39","049","007207","3022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130826,"2","3","39","049","007207","3023",5,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130827,"2","3","39","049","007207","3024",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130828,"2","3","39","049","007207","3031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130829,"2","3","39","049","007207","3057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130830,"2","3","39","049","007207","3058",16,16,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130831,"2","3","39","049","007207","3063",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130832,"2","3","39","049","007207","3066",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130833,"2","3","39","049","007207","3067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130834,"2","3","39","049","007207","3068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130835,"2","3","39","049","007207","3072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130836,"2","3","39","049","007207","3073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130839,"2","3","39","049","007209","1006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130840,"2","3","39","049","007209","1016",217,216,203,9,0,3,0,0,1,1,1,0,0,0,0,0,0
"SF1ST","OH","101",130841,"2","3","39","049","007209","1017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130842,"2","3","39","049","007209","1039",23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130843,"2","3","39","049","007209","1040",2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130844,"2","3","39","049","007209","1063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130845,"2","3","39","049","007209","1072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130846,"2","3","39","049","007209","1074",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130847,"2","3","39","049","007209","1080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130848,"2","3","39","049","007209","1081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130849,"2","3","39","049","007209","1082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130850,"2","3","39","049","007209","1085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130852,"2","3","39","049","007209","2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130853,"2","3","39","049","007209","2058",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130854,"2","3","39","049","007209","2062",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130855,"2","3","39","049","007209","2063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130858,"2","3","39","049","007210","1000",79,79,70,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130859,"2","3","39","049","007210","1001",17,17,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130860,"2","3","39","049","007210","1002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130861,"2","3","39","049","007210","1003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130862,"2","3","39","049","007210","1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130863,"2","3","39","049","007210","1021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130864,"2","3","39","049","007210","1024",205,204,192,3,0,7,0,0,2,1,1,0,0,0,0,0,0
"SF1ST","OH","101",130865,"2","3","39","049","007210","1026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130866,"2","3","39","049","007210","1027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130867,"2","3","39","049","007210","1028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130868,"2","3","39","049","007210","1030",35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130869,"2","3","39","049","007210","1031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130870,"2","3","39","049","007210","1032",11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130871,"2","3","39","049","007210","1043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130873,"2","3","39","049","007210","2053",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130875,"2","3","39","049","007210","3034",3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"SF1ST","OH","101",130876,"2","3","39","049","007210","3047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130878,"2","3","39","049","007210","4073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130879,"2","3","39","049","007210","4074",12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130880,"2","3","39","049","007210","4077",2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"SF1ST","OH","101",130883,"2","3","39","049","010000","1000",28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130888,"2","3","39","049","009800","3010",101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130889,"2","3","39","049","009800","3011",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130890,"2","3","39","049","009800","3012",6,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130891,"2","3","39","049","009800","3013",61,60,59,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",130892,"2","3","39","049","009800","3015",271,271,269,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130893,"2","3","39","049","009800","3016",10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130894,"2","3","39","049","009800","3017",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130895,"2","3","39","049","009800","3018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130896,"2","3","39","049","009800","3019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130897,"2","3","39","049","009800","3020",9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130898,"2","3","39","049","009800","3030",300,298,285,2,1,0,0,0,10,2,2,0,0,0,0,0,0
"SF1ST","OH","101",130899,"2","3","39","049","009800","3031",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130900,"2","3","39","049","009800","3032",8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130901,"2","3","39","049","009800","3035",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130902,"2","3","39","049","009800","3036",4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
"SF1ST","OH","101",130906,"2","3","39","049","009800","4036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130907,"2","3","39","049","009800","4037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130911,"2","3","39","049","009800","2047",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130912,"2","3","39","049","009800","2050",20,20,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130913,"2","3","39","049","009800","2051",20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130914,"2","3","39","049","009800","2052",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130915,"2","3","39","049","009800","2053",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130916,"2","3","39","049","009800","2054",20,20,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130917,"2","3","39","049","009800","2056",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130918,"2","3","39","049","009800","2057",19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130919,"2","3","39","049","009800","2058",6,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"SF1ST","OH","101",130920,"2","3","39","049","009800","2059",22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130921,"2","3","39","049","009800","2061",9,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130922,"2","3","39","049","009800","2062",22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130923,"2","3","39","049","009800","2063",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130924,"2","3","39","049","009800","2064",16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130925,"2","3","39","049","009800","2065",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130926,"2","3","39","049","009800","2066",9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130927,"2","3","39","049","009800","2067",10,10,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130928,"2","3","39","049","009800","2068",14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130929,"2","3","39","049","009800","2072",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130930,"2","3","39","049","009800","2073",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130931,"2","3","39","049","009800","2074",9,9,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130932,"2","3","39","049","009800","2075",9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130933,"2","3","39","049","009800","2076",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130934,"2","3","39","049","009800","2077",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130935,"2","3","39","049","009800","2078",21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130936,"2","3","39","049","009800","2079",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130937,"2","3","39","049","009800","2080",10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130938,"2","3","39","049","009800","2081",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130939,"2","3","39","049","009800","2082",8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130940,"2","3","39","049","009800","2083",12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130941,"2","3","39","049","009800","2084",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130942,"2","3","39","049","009800","2085",2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130946,"2","3","39","049","008161","2016",10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130947,"2","3","39","049","008161","2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130950,"2","3","39","049","008162","2049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130951,"2","3","39","049","008162","2065",19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130952,"2","3","39","049","008162","2066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130953,"2","3","39","049","008162","2067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130954,"2","3","39","049","008162","2068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130955,"2","3","39","049","008162","2069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130956,"2","3","39","049","008162","2070",25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130957,"2","3","39","049","008162","2071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130958,"2","3","39","049","008162","2074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130959,"2","3","39","049","008162","2075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130960,"2","3","39","049","008162","2077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130963,"2","3","39","049","009800","1000",82,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130964,"2","3","39","049","009800","1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130965,"2","3","39","049","009800","1002",72,71,70,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"SF1ST","OH","101",130966,"2","3","39","049","009800","1003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130967,"2","3","39","049","009800","1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130968,"2","3","39","049","009800","1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130969,"2","3","39","049","009800","1006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130970,"2","3","39","049","009800","1007",32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130971,"2","3","39","049","009800","1008",11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130972,"2","3","39","049","009800","1009",38,38,36,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130973,"2","3","39","049","009800","1010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130974,"2","3","39","049","009800","1011",33,33,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130975,"2","3","39","049","009800","1012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130976,"2","3","39","049","009800","1013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130977,"2","3","39","049","009800","1014",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130978,"2","3","39","049","009800","1015",115,115,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130979,"2","3","39","049","009800","1016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130980,"2","3","39","049","009800","1017",16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130981,"2","3","39","049","009800","1018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130982,"2","3","39","049","009800","1019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130983,"2","3","39","049","009800","1020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",130984,"2","3","39","049","009800","1021",15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
